model, dataset, max_depth, train_score0, train_score1, train_score2, test_score0, test_score1, test_score2, train_time0, train_time1, train_time2, hyperparameter0, hyperparameter1, hyperparameter2
OCT, congressional_voting_records, 3, 0.9620689655172414, 0.9620689655172414, 0.9620689655172414, 0.9448275862068966, 0.9655172413793104, 0.9448275862068966, 0.42405180700006895, 0.40416761500091525, 0.4080316760009737, 0.03205128205128204, 0.019230769230769232, 0.12179487179487179
OCT, congressional_voting_records, 4, 0.9620689655172414, 0.9448275862068966, 0.9620689655172414, 0.9448275862068966, 0.9793103448275862, 0.9448275862068966, 0.4465054960019188, 0.48473823099629954, 0.43019758699665545, 0.016025641025641024, 0.02884615384615384, 0.07051282051282051
OCT, soybean_small, 2, 1.0, 1.0, 1.0, 0.9375, 0.9375, 1.0, 0.1984475140052382, 0.23867949600389693, 0.23949985900253523, 0.15384615384615385, 0.14285714285714285, 0.16666666666666666
OCT, soybean_small, 3, 1.0, 1.0, 1.0, 0.9375, 0.9375, 1.0, 0.21499760000006063, 0.20996857799764257, 0.20428482799616177, 0.038461538461538464, 0.03571428571428571, 0.06666666666666667
OCT, soybean_small, 4, 1.0, 1.0, 1.0, 0.9375, 0.9375, 1.0, 0.2184860139968805, 0.21260161900136154, 0.20910705999995116, 0.057692307692307696, 0.03571428571428571, 0.03333333333333333
OCT, iris, 2, 0.97, 0.96, 0.97, 0.9, 0.96, 0.94, 0.22054239099816186, 0.18950884099467658, 0.197054661999573, 0.21739130434782608, 0.21739130434782608, 0.2282608695652174
OCT, iris, 3, 0.97, 0.96, 0.97, 0.9, 0.96, 0.94, 0.2021449469975778, 0.20784971499961102, 0.19976894899446052, 0.03260869565217391, 0.043478260869565216, 0.25
OCT, iris, 4, 0.99, 0.96, 0.97, 0.96, 0.96, 0.94, 0.21646505500393687, 0.19661574299971107, 0.19795494300342398, 0.012681159420289856, 0.21739130434782608, 0.07608695652173914
OCT, wine, 2, 0.9745762711864406, 0.9831932773109243, 0.9159663865546218, 0.9333333333333333, 0.9152542372881356, 0.864406779661017, 0.2310384409938706, 0.2553897309990134, 0.22304869599611266, 0.0510204081632653, 0.030612244897959183, 0.12000000000000001
OCT, wine, 3, 0.9915254237288136, 1.0, 1.0, 0.9333333333333333, 0.9152542372881356, 0.9152542372881356, 0.2611715489983908, 0.254998374999559, 0.2601598220062442, 0.02040816326530612, 0.015306122448979588, 0.01
OCT, wine, 4, 0.9915254237288136, 1.0, 1.0, 0.9333333333333333, 0.9152542372881356, 0.9152542372881356, 0.3081497750026756, 0.26442831099848263, 0.308513617994322, 0.015306122448979591, 0.015306122448979591, 0.009999999999999998
OCT, breast_cancer, 2, 0.9525065963060686, 0.9630606860158312, 0.9236842105263158, 0.9473684210526315, 0.9210526315789473, 0.8994708994708994, 0.46203686900116736, 0.47002492700266885, 0.4867185370021616, 0.0404040404040404, 0.035353535353535345, 0.11616161616161616
OCT, breast_cancer, 3, 0.9709762532981531, 0.9894459102902374, 0.9789473684210527, 0.9421052631578948, 0.9263157894736842, 0.9629629629629629, 0.7005958090012427, 0.7017732070016791, 0.733707189996494, 0.015151515151515145, 0.01515151515151515, 0.012626262626262623
OCT, breast_cancer, 4, 0.978891820580475, 0.9920844327176781, 0.968421052631579, 0.9368421052631579, 0.9210526315789473, 0.9523809523809523, 0.7744766659961897, 0.8427316640008939, 0.8380221429979429, 0.015993265993265993, 0.0101010101010101, 0.015151515151515145
OCT, banknote_authentication, 2, 0.9245076586433261, 0.9366120218579235, 0.9245901639344263, 0.9323144104803494, 0.8971553610503282, 0.8905908096280087, 0.33129853500577156, 0.35605563900026027, 0.3294073099968955, 0.03345070422535211, 0.02631578947368421, 0.024561403508771923
OCT, banknote_authentication, 3, 0.9781181619256017, 0.9726775956284153, 0.9672131147540983, 0.9650655021834061, 0.9584245076586433, 0.9671772428884027, 0.49065093399985926, 0.5107071739985258, 0.5166039940013434, 0.016725352112676055, 0.014912280701754385, 0.014035087719298248
OCT, banknote_authentication, 4, 0.9956236323851203, 0.9923497267759562, 0.9923497267759562, 0.9847161572052402, 0.9540481400437637, 0.9846827133479212, 0.6739530080012628, 0.5785319930000696, 0.7074317110018455, 0.00528169014084507, 0.00087719298245614, 0.0035087719298245606
OCT, blood_transfusion, 2, 0.7630522088353414, 0.7615230460921844, 0.7615230460921844, 0.76, 0.7630522088353414, 0.7630522088353414, 0.24066377300187014, 0.2292444249978871, 0.224828719998186, 0.5210843373493976, 0.5391566265060241, 0.5421686746987953
OCT, blood_transfusion, 3, 0.7931726907630522, 0.7615230460921844, 0.8276553106212425, 0.8, 0.7630522088353414, 0.7590361445783133, 0.26199392600392457, 0.2523111889968277, 0.32182196299982024, 0.03815261044176703, 0.5316265060240963, 0.027108433734939742
OCT, blood_transfusion, 4, 0.7931726907630522, 0.7615230460921844, 0.8296593186372746, 0.8, 0.7630522088353414, 0.7751004016064257, 0.32411895300174365, 0.2971305940009188, 0.40296040500106756, 0.028614457831325282, 0.5391566265060241, 0.014056224899598346
OCT, ionosphere, 2, 0.905982905982906, 0.9401709401709402, 0.905982905982906, 0.9145299145299145, 0.8376068376068376, 0.8376068376068376, 0.3481662749982206, 0.3330878830020083, 0.3648104929961846, 0.13559322033898308, 0.13559322033898308, 0.11016949152542373
OCT, ionosphere, 3, 0.905982905982906, 0.9572649572649573, 0.9316239316239316, 0.9145299145299145, 0.7777777777777778, 0.8803418803418803, 0.479603555999347, 0.4923219929987681, 0.5153615020026336, 0.06779661016949153, 0.008474576271186439, 0.033898305084745756
OCT, ionosphere, 4, 0.9401709401709402, 0.9786324786324786, 0.9487179487179487, 0.9230769230769231, 0.8205128205128205, 0.9145299145299145, 0.5941886780055938, 0.5809671200040611, 0.6853310779988533, 0.04661016949152542, 0.012711864406779658, 0.025423728813559317
OCT, parkinsons, 2, 0.9153846153846154, 0.8846153846153846, 0.8846153846153846, 0.8923076923076924, 0.8153846153846154, 0.8307692307692308, 0.25208487800409785, 0.25245217899646377, 0.2501214629955939, 0.18181818181818182, 0.13636363636363635, 0.17045454545454547
OCT, parkinsons, 3, 0.9615384615384616, 0.9846153846153847, 0.9692307692307692, 0.9384615384615385, 0.8769230769230769, 0.8769230769230769, 0.31198020800366066, 0.3083486229952541, 0.2819100940032513, 0.0606060606060606, 0.022727272727272728, 0.07196969696969696
OCT, parkinsons, 4, 0.9769230769230769, 0.9846153846153847, 0.9692307692307692, 0.9384615384615385, 0.8769230769230769, 0.8769230769230769, 0.36123300199687947, 0.36908185899665114, 0.3478439239988802, 0.03409090909090909, 0.03787878787878787, 0.07575757575757575
OCT-H, balance_scale, 2, 0.9951923076923077, 0.9928057553956835, 0.9976019184652278, 0.8947368421052632, 0.9230769230769231, 0.9471153846153846, 17.731738950998988, 18.12415270099882, 19.608628424997733, 0.0032585470085470082, 0.0007961783439490446, 0.001194267515923567
OCT-H, balance_scale, 3, 0.9975961538461539, 0.988009592326139, 1.0, 0.9330143540669856, 0.9423076923076923, 0.9038461538461539, 18.897932674000913, 28.01742177399865, 20.835355985000206, 0.0030270655270655264, 0.0035346818786309232, 0.0027656721421387863
OCT-H, balance_scale, 4, 0.9975961538461539, 1.0, 0.9976019184652278, 0.9425837320574163, 0.9615384615384616, 0.9471153846153846, 16.29573972000071, 22.538461915995867, 22.054324564000126, 0.005912618083670716, 0.0018898299153076222, 0.00264427716657016
OCT-H, congressional_voting_records, 2, 0.9620689655172414, 0.9448275862068966, 0.9620689655172414, 0.9448275862068966, 0.9793103448275862, 0.9448275862068966, 9.304503530998772, 10.32223838599748, 9.147143927999423, 0.44017094017094016, 0.43269230769230765, 0.44551282051282054
OCT-H, congressional_voting_records, 3, 0.9620689655172414, 0.9448275862068966, 0.9620689655172414, 0.9448275862068966, 0.9793103448275862, 0.9448275862068966, 10.923648919000698, 10.757074488996295, 9.52763899799902, 0.44017094017094016, 0.43269230769230765, 0.44551282051282054
OCT-H, congressional_voting_records, 4, 0.9862068965517241, 0.9448275862068966, 0.9620689655172414, 0.9379310344827586, 0.9793103448275862, 0.9448275862068966, 13.288205202996323, 11.57567110999662, 9.947384500002954, 0.01533882783882784, 0.43269230769230765, 0.44551282051282054
OCT-H, soybean_small, 2, 0.967741935483871, 1.0, 1.0, 0.9375, 0.9375, 1.0, 1.5524124700023094, 1.7214085510058794, 2.16329929499625, 0.11538461538461539, 0.14285714285714285, 0.16666666666666666
OCT-H, soybean_small, 3, 1.0, 1.0, 1.0, 1.0, 0.9375, 1.0, 1.9002059110061964, 2.2218726520004566, 2.347210064996034, 0.07692307692307693, 0.047619047619047616, 0.03333333333333333
OCT-H, soybean_small, 4, 1.0, 1.0, 1.0, 0.9375, 0.9375, 1.0, 1.958353572001215, 2.4632793850032613, 2.212723721000657, 0.07692307692307693, 0.047619047619047616, 0.03333333333333333
OCT-H, iris, 2, 0.97, 1.0, 0.99, 0.9, 0.96, 0.96, 0.5456687889964087, 0.4541641719988547, 0.48369857600482646, 0.21739130434782608, 0.016304347826086956, 0.021739130434782608
OCT-H, iris, 3, 1.0, 1.0, 0.99, 0.96, 0.96, 0.96, 0.6136608369997703, 0.6288680139987264, 0.6268795349969878, 0.010869565217391304, 0.008152173913043478, 0.021739130434782608
OCT-H, iris, 4, 1.0, 1.0, 0.99, 0.96, 0.96, 0.96, 0.6515941449979437, 0.6304115329985507, 0.6930583639987162, 0.008152173913043478, 0.008152173913043478, 0.021739130434782608
OCT-H, wine, 2, 1.0, 1.0, 1.0, 0.9, 0.8983050847457628, 0.9322033898305084, 4.127061045997834, 3.522598489995289, 3.741856815999199, 0.004081632653061224, 0.009183673469387754, 0.004
OCT-H, wine, 3, 1.0, 1.0, 1.0, 0.8833333333333333, 0.9152542372881356, 0.9491525423728814, 4.046765164996032, 4.086257053997542, 4.338375384999381, 0.004081632653061224, 0.009183673469387754, 0.005
OCT-H, wine, 4, 1.0, 1.0, 1.0, 0.8833333333333333, 0.9152542372881356, 0.9491525423728814, 4.124956382998789, 4.122832727000059, 4.134785750997253, 0.004081632653061224, 0.009183673469387754, 0.0033333333333333335
OCT-H, breast_cancer, 2, 0.9947229551451188, 0.9973614775725593, 0.9921052631578947, 0.9526315789473684, 0.9526315789473684, 0.9682539682539683, 23.030153872001392, 24.064562343002763, 32.02802127399627, 0.0009182736455463727, 0.008838383838383836, 0.0005611672278338945
OCT-H, breast_cancer, 3, 0.9920844327176781, 1.0, 0.9973684210526316, 0.9578947368421052, 0.9526315789473684, 0.9470899470899471, 35.51261917300144, 30.479429813000024, 28.58274191700184, 0.005640823822642004, 0.008838383838383836, 0.0003367003367003367
OCT-H, breast_cancer, 4, 0.9894459102902374, 0.9973614775725593, 0.9973684210526316, 0.9736842105263158, 0.9473684210526315, 0.9682539682539683, 40.25986850100162, 30.746451001999958, 35.465340347000165, 0.005199049316696375, 0.008838383838383836, 0.0007974481658692185
OCT-H, banknote_authentication, 2, 1.0, 1.0, 1.0, 0.9956331877729258, 0.9912472647702407, 1.0, 12.309504668002774, 12.652516333997482, 12.121638922995771, 0.0017605633802816902, 0.0008771929824561404, 0.0017543859649122807
OCT-H, banknote_authentication, 3, 1.0, 1.0, 1.0, 1.0, 0.9912472647702407, 1.0, 13.263274589000503, 13.09519189200364, 13.097105988003023, 0.0008802816901408451, 0.0008771929824561404, 0.0008771929824561404
OCT-H, banknote_authentication, 4, 1.0, 1.0, 1.0, 1.0, 0.9956236323851203, 0.9912472647702407, 13.046435851996648, 12.928726598998765, 12.958343717000389, 0.0008802816901408451, 0.0008771929824561404, 0.0008771929824561404
OCT-H, blood_transfusion, 2, 0.8152610441767069, 0.8236472945891784, 0.8216432865731463, 0.804, 0.7791164658634538, 0.751004016064257, 2.7333736539949314, 3.6481934859984904, 3.0254223170049954, 0.010040160642570285, 0.003012048192771094, 0.015060240963855387
OCT-H, blood_transfusion, 3, 0.8012048192771084, 0.8256513026052105, 0.8156312625250501, 0.824, 0.7751004016064257, 0.7911646586345381, 12.342230436996033, 3.2862841410023975, 3.0773136930001783, 0.030321285140562246, 0.014056224899598388, 0.031626506024096376
OCT-H, blood_transfusion, 4, 0.8152610441767069, 0.8296593186372746, 0.8236472945891784, 0.792, 0.7751004016064257, 0.751004016064257, 4.5765547060000245, 4.198576039001637, 3.839430010993965, 0.015275387263339067, 0.013386880856760337, 0.028112449799196797
OCT-H, ionosphere, 2, 0.9615384615384616, 0.9700854700854701, 0.9572649572649573, 0.8974358974358975, 0.8803418803418803, 0.905982905982906, 20.496291863004444, 18.416121629998088, 19.420506491005654, 0.007627118644067794, 0.008800521512385919, 0.015536723163841807
OCT-H, ionosphere, 3, 0.905982905982906, 0.9401709401709402, 0.9615384615384616, 0.9145299145299145, 0.8376068376068376, 0.9145299145299145, 22.89367404999939, 23.290390549998847, 32.794892871999764, 0.05932203389830508, 0.0402542372881356, 0.014830508474576263
OCT-H, ionosphere, 4, 0.9786324786324786, 0.9871794871794872, 0.9658119658119658, 0.9572649572649573, 0.8461538461538461, 0.8974358974358975, 50.05691010600276, 44.70716446500592, 44.05344886700186, 0.005536723163841808, 0.008089368258859784, 0.01807909604519774
OCT-H, parkinsons, 2, 0.9923076923076923, 0.9846153846153847, 0.8846153846153846, 0.9076923076923077, 0.8923076923076924, 0.8307692307692308, 6.196825130995421, 6.265027596993605, 4.085486790994764, 0.0015673981191222566, 0.0025252525252525255, 0.15909090909090906
OCT-H, parkinsons, 3, 1.0, 1.0, 0.9615384615384616, 0.9384615384615385, 0.8769230769230769, 0.9076923076923077, 9.308361973999126, 9.34575157600193, 6.1850487449992215, 0.003814367450731087, 0.0045677361853832445, 0.07954545454545453
OCT-H, parkinsons, 4, 1.0, 1.0, 0.9153846153846154, 0.9384615384615385, 0.8615384615384616, 0.8769230769230769, 12.045451249003236, 11.959055197003181, 6.788193876003788, 0.01212121212121212, 0.009178321678321678, 0.07954545454545453
FlowOCT, balance_scale, 2, 0.7019230769230769, 0.7074340527577938, 0.6690647482014388, 0.6411483253588517, 0.6298076923076923, 0.7067307692307693, 2.59192196500004, 5.741063617000009, 2.870642862000011, 2, 3, 2
FlowOCT, balance_scale, 3, 0.7307692307692307, 0.7553956834532374, 0.7434052757793765, 0.6650717703349283, 0.6875, 0.7307692307692307, 18.674671988, 276.18103057200005, 295.91361255900006, 3, 5, 7
FlowOCT, balance_scale, 4, 0.7884615384615384, 0.7889688249400479, 0.7697841726618705, 0.6842105263157895, 0.7067307692307693, 0.75, 601.0562286550003, 601.009815845, 601.0490256740013, 15, 15, 15
FlowOCT, congressional_voting_records, 2, 0.9620689655172414, 0.9482758620689655, 0.9689655172413794, 0.9448275862068966, 0.9724137931034482, 0.9379310344827586, 3.2049152170002344, 4.686080987999958, 8.46375518700006, 2, 2, 3
FlowOCT, congressional_voting_records, 3, 0.9724137931034482, 0.9620689655172414, 0.9827586206896551, 0.9448275862068966, 0.9655172413793104, 0.9103448275862069, 65.0873618250007, 43.12595373399927, 372.20915534599953, 3, 3, 5
FlowOCT, congressional_voting_records, 4, 0.993103448275862, 0.9793103448275862, 0.996551724137931, 0.9310344827586207, 0.9655172413793104, 0.896551724137931, 600.7946333600012, 600.8070396350013, 600.813873952, 10, 10, 10
FlowOCT, soybean_small, 2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.041432441998040304, 0.04106736100220587, 0.04146966199914459, 3, 3, 3
FlowOCT, soybean_small, 3, 1.0, 1.0, 1.0, 1.0, 0.9375, 1.0, 0.08714527799747884, 0.0945985770013067, 0.09833371800050372, 5, 3, 3
FlowOCT, soybean_small, 4, 1.0, 1.0, 1.0, 0.9375, 1.0, 1.0, 0.18396293700061506, 0.18304229999921517, 0.20893237900236272, 10, 5, 10
FlowOCT, iris, 2, 0.88, 0.92, 0.9, 0.78, 0.9, 0.92, 0.1278887560001749, 0.1577959540009033, 0.1570761160000984, 2, 3, 3
FlowOCT, iris, 3, 0.96, 0.95, 0.9, 0.84, 0.92, 0.92, 3.313438479999604, 2.430069589001505, 1.4545861090009566, 7, 5, 3
FlowOCT, iris, 4, 0.95, 0.97, 0.99, 0.82, 0.96, 0.86, 40.49753624400182, 600.283064381998, 600.2795679709998, 5, 15, 15
FlowOCT, wine, 2, 0.9491525423728814, 0.9747899159663865, 0.8739495798319328, 0.9166666666666666, 0.8813559322033898, 0.8983050847457628, 1.3424086760023783, 0.8207559830007085, 0.7592541900012293, 3, 3, 2
FlowOCT, wine, 3, 0.9915254237288136, 0.9747899159663865, 0.9831932773109243, 0.8833333333333333, 0.8813559322033898, 0.9830508474576272, 454.24999125400063, 9.393337050001719, 93.21410982499947, 7, 3, 5
FlowOCT, wine, 4, 1.0, 1.0, 1.0, 0.9, 0.7966101694915254, 0.9661016949152542, 11.554919409998547, 12.552940468001907, 20.01684353499877, 15, 5, 15
FlowOCT, breast_cancer, 2, 0.9551451187335093, 0.9498680738786279, 0.9447368421052632, 0.9263157894736842, 0.9263157894736842, 0.9206349206349206, 81.63942154799952, 36.94010729600268, 73.81309189199965, 3, 3, 3
FlowOCT, breast_cancer, 3, 0.9630606860158312, 0.9577836411609498, 0.9605263157894737, 0.9315789473684211, 0.9368421052631579, 0.9417989417989417, 600.7060109019985, 337.8644322220025, 600.7214103229999, 5, 3, 5
FlowOCT, breast_cancer, 4, 0.9920844327176781, 0.9920844327176781, 0.9578947368421052, 0.9157894736842105, 0.9473684210526315, 0.9417989417989417, 601.4697275439976, 601.4692816160023, 601.4784908250003, 15, 10, 5
FlowOCT, banknote_authentication, 2, 0.9004376367614879, 0.8950819672131147, 0.9005464480874317, 0.8908296943231441, 0.8424507658643327, 0.888402625820569, 4.010597473999951, 1.4808055780013092, 2.7358983880039887, 3, 2, 3
FlowOCT, banknote_authentication, 3, 0.9452954048140044, 0.946448087431694, 0.9475409836065574, 0.9388646288209607, 0.912472647702407, 0.9431072210065645, 167.3349142540028, 122.22324607599876, 208.82728893699823, 7, 7, 7
FlowOCT, banknote_authentication, 4, 0.9748358862144421, 0.9683060109289617, 0.9726775956284153, 0.9694323144104804, 0.973741794310722, 0.9693654266958425, 602.3068481890004, 602.2249373629966, 602.4779414760051, 15, 10, 15
FlowOCT, blood_transfusion, 2, 0.7670682730923695, 0.7655310621242485, 0.781563126252505, 0.764, 0.7269076305220884, 0.751004016064257, 0.9856980870026746, 0.8231215410050936, 0.6849324409995461, 2, 2, 2
FlowOCT, blood_transfusion, 3, 0.7811244979919679, 0.7955911823647295, 0.7875751503006012, 0.776, 0.7590361445783133, 0.7469879518072289, 4.737912955999491, 61.04272258999845, 4.3696305910052615, 3, 5, 3
FlowOCT, blood_transfusion, 4, 0.7891566265060241, 0.7975951903807615, 0.8096192384769539, 0.792, 0.7469879518072289, 0.7429718875502008, 271.2482872440014, 338.45788392300165, 182.31978019500093, 5, 5, 5
FlowOCT, ionosphere, 2, 0.8632478632478633, 0.8717948717948718, 0.8803418803418803, 0.8547008547008547, 0.8290598290598291, 0.8376068376068376, 44.843326081005216, 13.460959016003471, 38.146708829001, 3, 2, 3
FlowOCT, ionosphere, 3, 0.8717948717948718, 0.9316239316239316, 0.9188034188034188, 0.8888888888888888, 0.7863247863247863, 0.8717948717948718, 208.38244326099812, 600.4454783209949, 600.4781454409967, 3, 7, 5
FlowOCT, ionosphere, 4, 0.9188034188034188, 0.9230769230769231, 0.9358974358974359, 0.905982905982906, 0.7863247863247863, 0.8290598290598291, 600.9238903840014, 600.928887468006, 600.8748856199963, 5, 5, 5
FlowOCT, parkinsons, 2, 0.9076923076923077, 0.9076923076923077, 0.8769230769230769, 0.9076923076923077, 0.8461538461538461, 0.7692307692307693, 5.714361744001508, 12.432453966001049, 4.193080375000136, 3, 3, 2
FlowOCT, parkinsons, 3, 0.9615384615384616, 0.9538461538461539, 0.9153846153846154, 0.8769230769230769, 0.8307692307692308, 0.8615384615384616, 600.2242299530044, 255.63360725900566, 54.32016228199063, 7, 5, 3
