model, dataset, max_depth, train_time, ub, lb, mip_gap, time_improvement, gap_improvement
SOCT-init-5, blood_transfusion, 4, 603.559087657999, 747.9999999999892, 593.0000002755074, 0.26138279873940784, -1.6304142609988048, 0.015067713205980215
SOCT-baseline, ionosphere, 2, 137.48691361099918, 351.0, 351.0, 0.0, 0, 0
SOCT-benders-last-1, ionosphere, 2, 3.1279350479999266, 351.0, 351.0, 0.0, 134.35897856299925, 0.0
SOCT-benders-last-10, ionosphere, 2, 0.7846326130020316, 351.0, 351.0, 0.0, 136.70228099799715, 0.0
SOCT-init-1, ionosphere, 2, 52.63922447200093, 351.0, 351.0, 0.0, 84.84768913899825, 0.0
SOCT-init-5, ionosphere, 2, 57.45336228800079, 351.0, 351.0, 0.0, 80.03355132299839, 0.0
SOCT-baseline, ionosphere, 3, 68.82647308500236, 351.0, 351.0, 0.0, 0, 0
SOCT-benders-last-1, ionosphere, 3, 71.14488065200203, 351.0, 351.0, 0.0, -2.3184075669996673, 0.0
SOCT-benders-last-10, ionosphere, 3, 1.4405291049988591, 351.0, 351.0, 0.0, 67.3859439800035, 0.0
SOCT-init-1, ionosphere, 3, 135.4384135140026, 351.0, 351.0, 0.0, -66.61194042900024, 0.0
SOCT-init-5, ionosphere, 3, 87.16486565499872, 351.0, 351.0, 0.0, -18.33839256999636, 0.0
SOCT-baseline, ionosphere, 4, 106.65757999999914, 351.0, 351.0, 0.0, 0, 0
SOCT-benders-last-1, ionosphere, 4, 251.96239500299998, 351.0, 351.0, 0.0, -145.30481500300084, 0.0
SOCT-benders-last-10, ionosphere, 4, 17.25220958600039, 351.0, 351.0, 0.0, 89.40537041399875, 0.0
SOCT-init-1, ionosphere, 4, 483.054492932999, 351.0, 351.0, 0.0, -376.39691293299984, 0.0
SOCT-init-5, ionosphere, 4, 404.7561345639988, 351.0, 351.0, 0.0, -298.09855456399964, 0.0
SOCT-baseline, parkinsons, 2, 56.63533833399924, 195.0, 195.0, 0.0, 0, 0
SOCT-benders-last-1, parkinsons, 2, 21.421343660000275, 195.0, 195.0, 0.0, 35.21399467399897, 0.0
SOCT-benders-last-10, parkinsons, 2, 32.68518867700186, 195.0, 195.0, 0.0, 23.950149656997382, 0.0
SOCT-init-1, parkinsons, 2, 36.81164819500191, 195.0, 195.0, 0.0, 19.823690138997335, 0.0
SOCT-init-5, parkinsons, 2, 17.877326024001377, 195.0, 195.0, 0.0, 38.758012309997866, 0.0
SOCT-baseline, parkinsons, 3, 16.928337114000897, 195.0, 195.0, 0.0, 0, 0
SOCT-benders-last-1, parkinsons, 3, 2.435281220001343, 195.0, 195.0, 0.0, 14.493055893999554, 0.0
SOCT-benders-last-10, parkinsons, 3, 23.01804363300107, 195.0, 195.0, 0.0, -6.089706519000174, 0.0
SOCT-init-1, parkinsons, 3, 21.042237293000653, 195.0, 195.0, 0.0, -4.1139001789997565, 0.0
SOCT-init-5, parkinsons, 3, 48.34283132800192, 195.0, 195.0, 0.0, -31.414494214001024, 0.0
SOCT-baseline, parkinsons, 4, 92.20882022200021, 195.0, 195.0, 0.0, 0, 0
SOCT-benders-last-1, parkinsons, 4, 0.9845749720007007, 195.0, 195.0, 0.0, 91.22424524999951, 0.0
SOCT-benders-last-10, parkinsons, 4, 0.9609988869997323, 195.0, 195.0, 0.0, 91.24782133500048, 0.0
SOCT-init-1, parkinsons, 4, 4.014509863998683, 195.0, 195.0, 0.0, 88.19431035800153, 0.0
SOCT-init-5, parkinsons, 4, 100.36605689499993, 195.0, 195.0, 0.0, -8.157236672999716, 0.0
